open;close;high;low;volume;time;rsi;mm_7;mm_21
96343.0;96343.0;96363.0;96297.0;25149;2019.01.14 13:25:00;57.89291552974881;96306.78524934336;96245.3925277799
96338.0;96317.0;96343.0;96256.0;27358;2019.01.14 13:30:00;56.60706636645106;96309.33893700752;96251.90229798172
96312.0;96287.0;96338.0;96277.0;17864;2019.01.14 13:35:00;55.1327007802232;96303.75420275563;96255.0929981652
96282.0;96266.0;96312.0;96261.0;16167;2019.01.14 13:40:00;54.10340409615625;96294.31565206673;96256.08454378654
96272.0;96251.0;96292.0;96185.0;38248;2019.01.14 13:45:00;53.36088150536958;96283.48673905004;96255.62231253322
96251.0;96328.0;96333.0;96251.0;32851;2019.01.14 13:50:00;56.55470356979361;96294.61505428754;96262.20210230292
96333.0;96527.0;96542.0;96317.0;78947;2019.01.14 13:55:00;63.32721876547895;96352.71129071566;96286.27463845721
96527.0;96445.0;96542.0;96414.0;45695;2019.01.14 14:00:00;59.349204749064;96375.78346803674;96300.70421677927
96450.0;96389.0;96450.0;96374.0;31354;2019.01.14 14:05:00;56.80630064685932;96379.08760102755;96308.73110616297
96389.0;96399.0;96404.0;96323.0;37833;2019.01.14 14:10:00;57.1484197299898;96384.06570077066;96316.93736923907
96399.0;96302.0;96419.0;96292.0;35496;2019.01.14 14:15:00;52.90687412044344;96363.549275578;96315.57942658095
96302.0;96353.0;96374.0;96272.0;30992;2019.01.14 14:20:00;54.74945099328116;96360.9119566835;96318.98129689177
96348.0;96384.0;96394.0;96343.0;19871;2019.01.14 14:25:00;55.84522426822482;96366.68396751262;96324.89208808343
96384.0;96465.0;96501.0;96363.0;50261;2019.01.14 14:30:00;58.57995250414618;96391.26297563447;96337.62917098493
96470.0;96491.0;96516.0;96445.0;34553;2019.01.14 14:35:00;59.42173843611449;96416.19723172585;96351.57197362266
96496.0;96623.0;96730.0;96481.0;84895;2019.01.14 14:40:00;63.3659482916046;96467.89792379439;96376.24724874787
96623.0;96623.0;96664.0;96572.0;39834;2019.01.14 14:45:00;63.3659482916046;96506.67344284579;96398.67931704351
96629.0;96629.0;96680.0;96588.0;31596;2019.01.14 14:50:00;63.54134094511844;96537.25508213433;96419.61756094864
96634.0;96736.0;96756.0;96598.0;45784;2019.01.14 14:55:00;66.52382548240146;96586.94131160075;96448.3796008624
96741.0;96771.0;96807.0;96710.0;51389;2019.01.14 15:00:00;67.43315414464546;96632.95598370057;96477.70872805672
96776.0;96771.0;96822.0;96720.0;38180;2019.01.14 15:05:00;67.43315414464547;96667.46698777542;96504.37157096065
96771.0;96771.0;96807.0;96695.0;38384;2019.01.14 15:10:00;67.43315414464547;96693.35024083157;96528.61051905513
96771.0;96792.0;96807.0;96715.0;30809;2019.01.14 15:15:00;68.02525222347441;96718.01268062368;96552.55501732285
96787.0;96771.0;96827.0;96730.0;33170;2019.01.14 15:20:00;66.75873970049926;96731.25951046776;96572.41365211167
96776.0;96695.0;96776.0;96690.0;27653;2019.01.14 15:25:00;62.37327538545725;96722.19463285082;96583.55786555607
96695.0;96700.0;96715.0;96664.0;27256;2019.01.14 15:30:00;62.54219868338274;96716.64597463812;96594.14351414188
96705.0;96771.0;96787.0;96659.0;37765;2019.01.14 15:35:00;64.87854584536656;96730.23448097859;96610.22137649261
96766.0;96771.0;96802.0;96730.0;26529;2019.01.14 15:40:00;64.87854584536656;96740.42586073394;96624.83761499327
96776.0;96715.0;96817.0;96700.0;30886;2019.01.14 15:45:00;61.57993696541815;96734.06939555045;96633.03419544842
96710.0;96669.0;96736.0;96649.0;28753;2019.01.14 15:50:00;59.00837733673391;96717.80204666284;96636.30381404402
96669.0;96649.0;96695.0;96623.0;28570;2019.01.14 15:55:00;57.91120331068219;96700.60153499713;96637.45801276728
96654.0;96639.0;96659.0;96613.0;18740;2019.01.14 16:00:00;57.35480593839715;96685.20115124785;96637.5981934248
96634.0;96598.0;96644.0;96583.0;22970;2019.01.14 16:05:00;55.09034298567173;96663.40086343589;96633.99835765891
96603.0;96674.0;96690.0;96588.0;32553;2019.01.14 16:10:00;58.27665066712397;96666.05064757692;96637.63487059901
96680.0;96685.0;96715.0;96639.0;33304;2019.01.14 16:15:00;58.71899526704326;96670.78798568269;96641.94079145364
96685.0;96685.0;96710.0;96649.0;17159;2019.01.14 16:20:00;58.71899526704326;96674.34098926201;96645.85526495785
96685.0;96690.0;96725.0;96669.0;20264;2019.01.14 16:25:00;58.93447334511782;96678.25574194652;96649.86842268895
96690.0;96669.0;96741.0;96654.0;26316;2019.01.14 16:30:00;57.61642352315044;96675.94180645989;96651.60765698995
96669.0;96629.0;96700.0;96623.0;24415;2019.01.14 16:35:00;55.16428761890974;96664.20635484491;96649.5524154454
96629.0;96680.0;96705.0;96613.0;24809;2019.01.14 16:40:00;57.56696743989199;96668.15476613368;96652.32037767764
96685.0;96690.0;96730.0;96669.0;25277;2019.01.14 16:45:00;58.02717448408966;96673.61607460026;96655.74579788875
96690.0;96766.0;96792.0;96680.0;38974;2019.01.14 16:50:00;61.3513258362184;96696.71205595019;96665.76890717159
96766.0;96756.0;96797.0;96725.0;34681;2019.01.14 16:55:00;60.69137832177602;96711.53404196264;96673.97173379235
96751.0;96710.0;96766.0;96669.0;42389;2019.01.14 17:00:00;57.71156189129145;96711.15053147198;96677.2470307203
96710.0;96736.0;96751.0;96705.0;36141;2019.01.14 17:05:00;58.90166784990014;96717.36289860398;96682.58820974574
96736.0;96690.0;96741.0;96674.0;28670;2019.01.14 17:10:00;55.99254487211105;96710.52217395298;96683.26200885976
96685.0;96664.0;96695.0;96623.0;41577;2019.01.14 17:15:00;54.40767511282375;96698.89163046473;96681.51091714523
96659.0;96649.0;96669.0;96613.0;31012;2019.01.14 17:20:00;53.49611165844816;96686.41872284855;96678.55537922293
96644.0;96654.0;96669.0;96629.0;25089;2019.01.14 17:25:00;53.76554703128724;96678.31404213642;96676.32307202084
96654.0;96685.0;96700.0;96634.0;30894;2019.01.14 17:30:00;55.43596423296561;96679.98553160232;96677.11188365531
96680.0;96715.0;96725.0;96664.0;23365;2019.01.14 17:35:00;57.00460723806551;96688.73914870174;96680.55625786845
96710.0;96685.0;96720.0;96669.0;22388;2019.01.14 17:40:00;54.98499856597666;96687.8043615263;96680.96023442586
96685.0;96674.0;96695.0;96649.0;24423;2019.01.14 17:45:00;54.24962361130554;96684.35327114473;96680.32748584168
96674.0;96700.0;96710.0;96649.0;17813;2019.01.14 17:50:00;55.71055207887244;96688.26495335855;96682.11589621971
96695.0;96771.0;96781.0;96690.0;29053;2019.01.14 17:55:00;59.40442058399927;96708.94871501891;96690.19626929064
96771.0;96741.0;96781.0;96725.0;18064;2019.01.14 18:00:00;57.29742988681286;96716.96153626418;96694.81479026422
96736.0;96700.0;96741.0;96659.0;19222;2019.01.14 18:05:00;54.53878789183045;96712.72115219814;96695.28617296748
96883.0;96843.0;96883.0;96710.0;34162;2019.01.15 09:00:00;61.31701036698355;96745.2908641486;96708.7147026977
96843.0;96797.0;96848.0;96725.0;34040;2019.01.15 09:05:00;58.3945263268045;96758.21814811145;96716.74063881609
96802.0;96741.0;96822.0;96710.0;28085;2019.01.15 09:10:00;55.06081918228438;96753.91361108358;96718.94603528736
96741.0;96695.0;96771.0;96685.0;31438;2019.01.15 09:15:00;52.49217987287444;96739.18520831269;96716.76912298851
96695.0;96705.0;96746.0;96654.0;48285;2019.01.15 09:20:00;52.98966417772472;96730.63890623451;96715.69920271682
96705.0;96700.0;96756.0;96659.0;35041;2019.01.15 09:25:00;52.70173043297319;96722.97917967588;96714.27200246982
96695.0;96746.0;96756.0;96659.0;26707;2019.01.15 09:30:00;55.04668460038435;96728.73438475691;96717.15636588166
96741.0;96685.0;96756.0;96669.0;25813;2019.01.15 09:35:00;51.51274434384646;96717.80078856769;96714.23305989242
96685.0;96649.0;96695.0;96623.0;32231;2019.01.15 09:40:00;49.55363088068144;96700.60059142577;96708.30278172038
96649.0;96705.0;96720.0;96649.0;29855;2019.01.15 09:45:00;52.48674281654987;96701.70044356932;96708.0025288367
96700.0;96680.0;96741.0;96659.0;29932;2019.01.15 09:50:00;51.10261177657385;96696.27533267699;96705.45684439701
96680.0;96710.0;96730.0;96654.0;24342;2019.01.15 09:55:00;52.66564671258917;96699.70649950774;96705.86985854272
96715.0;96583.0;96715.0;96552.0;57900;2019.01.15 10:00:00;46.1491707686387;96670.5298746308;96694.69987140247
96583.0;96537.0;96588.0;96455.0;71053;2019.01.15 10:05:00;44.08741360188202;96637.1474059731;96680.36351945679
96537.0;96567.0;96572.0;96486.0;41094;2019.01.15 10:10:00;45.7371812754871;96619.61055447982;96670.05774496071
96562.0;96710.0;96725.0;96562.0;70458;2019.01.15 10:15:00;52.68167735339407;96642.20791585986;96673.68885905518
96705.0;96878.0;96940.0;96700.0;111930;2019.01.15 10:20:00;59.09868182466373;96701.15593689489;96692.26259914108
96878.0;96909.0;96985.0;96863.0;56313;2019.01.15 10:25:00;60.13951563229001;96753.11695267117;96711.96599921916
96904.0;96797.0;96919.0;96781.0;76524;2019.01.15 10:30:00;54.87500073392447;96764.08771450337;96719.69636292651
96797.0;96781.0;96812.0;96736.0;49846;2019.01.15 10:35:00;54.16814985708403;96768.31578587752;96725.26942084229
96781.0;96618.0;96822.0;96583.0;81660;2019.01.15 10:40:00;47.6441509264543;96730.73683940814;96715.51765531117
96618.0;96623.0;96669.0;96542.0;82801;2019.01.15 10:45:00;47.84521286326528;96703.8026295561;96707.10695937378
96623.0;96583.0;96644.0;96496.0;69456;2019.01.15 10:50:00;46.35902954098281;96673.60197216707;96695.82450852162
96578.0;96491.0;96649.0;96445.0;76444;2019.01.15 10:55:00;43.1427557185097;96627.9514791253;96677.20409865602
96491.0;96583.0;96603.0;96445.0;68586;2019.01.15 11:00:00;46.98100829275232;96616.71360934398;96668.64008968728
96583.0;96598.0;96639.0;96562.0;46883;2019.01.15 11:05:00;47.583022246128;96612.03520700798;96662.21826335207
96598.0;96629.0;96664.0;96588.0;29711;2019.01.15 11:10:00;48.83585938048008;96616.27640525598;96659.19842122916
96629.0;96797.0;96838.0;96613.0;86510;2019.01.15 11:15:00;54.92788315706308;96661.45730394198;96671.72583748106
96802.0;96771.0;96812.0;96705.0;63942;2019.01.15 11:20:00;53.89163273793647;96688.84297795649;96680.75076134641
96776.0;96797.0;96827.0;96730.0;38762;2019.01.15 11:25:00;54.78179379880598;96715.88223346736;96691.31887395127
96797.0;96838.0;96904.0;96776.0;72791;2019.01.15 11:30:00;56.17403428229069;96746.41167510052;96704.65352177387
96832.0;96822.0;96848.0;96781.0;42342;2019.01.15 11:35:00;55.47845787952273;96765.30875632539;96715.32138343078
96827.0;96781.0;96838.0;96730.0;45892;2019.01.15 11:40:00;53.70044703267151;96769.23156724405;96721.29216675524
96781.0;96715.0;96792.0;96685.0;47045;2019.01.15 11:45:00;50.95723507458855;96755.67367543303;96720.72015159568
96720.0;96710.0;96730.0;96649.0;45157;2019.01.15 11:50:00;50.75228572471035;96744.25525657478;96719.7455923597
96710.0;96751.0;96781.0;96669.0;40645;2019.01.15 11:55:00;52.39072195794876;96745.94144243108;96722.58690214518
96751.0;96736.0;96751.0;96685.0;26319;2019.01.15 12:00:00;51.73365827564871;96743.45608182331;96723.80627467744
96736.0;96797.0;96797.0;96705.0;23629;2019.01.15 12:05:00;54.17259390336162;96756.84206136748;96730.46024970675
96797.0;96741.0;96797.0;96736.0;17539;2019.01.15 12:10:00;51.67139769619019;96752.88154602562;96731.41840882432
96741.0;96623.0;96746.0;96613.0;38414;2019.01.15 12:15:00;46.90923860206735;96720.41115951921;96721.56218984029
96629.0;96634.0;96690.0;96613.0;36614;2019.01.15 12:20:00;47.38096550973363;96698.8083696394;96713.6019907639
96634.0;96659.0;96695.0;96618.0;26916;2019.01.15 12:25:00;48.46686343035736;96688.85627722956;96708.63817342173
96654.0;96685.0;96751.0;96583.0;77847;2019.01.15 12:30:00;49.59569844668324;96687.89220792217;96706.48924856521
96685.0;96690.0;96776.0;96659.0;53872;2019.01.15 12:35:00;49.81628890977433;96688.41915594162;96704.99022596837
96690.0;96685.0;96715.0;96629.0;40672;2019.01.15 12:40:00;49.58982701830943;96687.56436695621;96703.17293269852
96680.0;96659.0;96720.0;96618.0;27555;2019.01.15 12:45:00;48.39605748159809;96680.42327521715;96699.15721154411
96664.0;96715.0;96741.0;96659.0;40719;2019.01.15 12:50:00;51.04471361560262;96689.06745641286;96700.5974650401
96720.0;96771.0;96792.0;96710.0;42847;2019.01.15 12:55:00;53.5333827366322;96709.55059230965;96706.99769549099
96771.0;96940.0;96980.0;96761.0;102280;2019.01.15 13:00:00;59.94549370977546;96767.16294423223;96728.17972317364
96934.0;96797.0;96945.0;96792.0;54797;2019.01.15 13:05:00;53.43493851289279;96774.62220817417;96734.43611197604
96797.0;96593.0;96812.0;96552.0;91961;2019.01.15 13:10:00;45.99823912994429;96729.21665613062;96721.57828361458
96593.0;96654.0;96659.0;96516.0;61972;2019.01.15 13:15:00;48.24566173851721;96710.41249209797;96715.43480328599
96659.0;96705.0;96725.0;96629.0;44351;2019.01.15 13:20:00;50.0589153102009;96709.05936907348;96714.48618480543
96705.0;96618.0;96725.0;96598.0;45110;2019.01.15 13:25:00;47.12023902281096;96686.29452680511;96705.71471345947
96618.0;96685.0;96685.0;96588.0;35428;2019.01.15 13:30:00;49.50244662531558;96685.97089510383;96703.83155769043
96685.0;96680.0;96730.0;96649.0;35834;2019.01.15 13:35:00;49.32939546190357;96684.47817132788;96701.66505244584
96680.0;96725.0;96751.0;96644.0;47946;2019.01.15 13:40:00;50.94004452409271;96694.60862849592;96703.7864113144
96730.0;96720.0;96761.0;96664.0;48687;2019.01.15 13:45:00;50.75299894671416;96700.95647137193;96705.26037392218
96720.0;96730.0;96766.0;96680.0;42077;2019.01.15 13:50:00;51.12751115662333;96708.21735352895;96707.50943083834
96736.0;96725.0;96787.0;96700.0;41209;2019.01.15 13:55:00;50.92545387275329;96712.41301514671;96709.09948258031
96720.0;96787.0;96802.0;96695.0;43670;2019.01.15 14:00:00;53.31283863995462;96731.05976136003;96716.18134780027
96787.0;96771.0;96802.0;96736.0;41855;2019.01.15 14:05:00;52.62346093629534;96741.04482102001;96721.1648616366
96771.0;96730.0;96776.0;96695.0;44168;2019.01.15 14:10:00;50.86476896144938;96738.28361576502;96721.96805603328
96730.0;96725.0;96761.0;96700.0;17934;2019.01.15 14:15:00;50.64936487817532;96734.96271182375;96722.24368730298
96725.0;96593.0;96756.0;96578.0;43074;2019.01.15 14:20:00;45.3578868041771;96699.47203386782;96710.49426118453
96593.0;96623.0;96634.0;96537.0;43940;2019.01.15 14:25:00;46.67897619781313;96680.35402540085;96702.54023744048
96618.0;96644.0;96649.0;96608.0;22565;2019.01.15 14:30:00;47.60427503981128;96671.26551905065;96697.21839767316
96639.0;96649.0;96685.0;96618.0;31298;2019.01.15 14:35:00;47.82920386686532;96665.69913928799;96692.83490697559
96649.0;96613.0;96685.0;96603.0;27837;2019.01.15 14:40:00;46.33478507586267;96652.52435446599;96685.57718815963
96613.0;96685.0;96715.0;96608.0;38423;2019.01.15 14:45:00;49.61990729423616;96660.64326584949;96685.52471650875
96685.0;96705.0;96730.0;96659.0;26787;2019.01.15 14:50:00;50.4982422835632;96671.73244938711;96687.29519682613
96710.0;96700.0;96730.0;96685.0;24671;2019.01.15 14:55:00;50.26961387932059;96678.79933704034;96688.45017893285
96700.0;96730.0;96781.0;96695.0;37190;2019.01.15 15:00:00;51.64040485260252;96691.59950278026;96692.22743539351
96730.0;96690.0;96746.0;96680.0;24185;2019.01.15 15:05:00;49.73311284032837;96691.1996270852;96692.02494126682
96695.0;96741.0;96797.0;96690.0;42711;2019.01.15 15:10:00;52.08745914656686;96703.6497203139;96696.47721933348
96746.0;96685.0;96751.0;96674.0;28135;2019.01.15 15:15:00;49.43456265323962;96698.98729023543;96695.43383575771
96685.0;96669.0;96710.0;96639.0;30147;2019.01.15 15:20:00;48.69514777959523;96691.49046767657;96693.03075977974
96669.0;96634.0;96669.0;96578.0;38508;2019.01.15 15:25:00;47.08748682151992;96677.11785075744;96687.66432707249
96629.0;96572.0;96659.0;96542.0;39153;2019.01.15 15:30:00;44.37919623575107;96650.83838806808;96677.14938824772
96572.0;96516.0;96578.0;96496.0;32831;2019.01.15 15:35:00;42.09716122869491;96617.12879105106;96662.49944386157
96521.0;96302.0;96521.0;96261.0;107861;2019.01.15 15:40:00;34.93406006543832;96538.3465932883;96629.72676714687
96307.0;96175.0;96353.0;96149.0;73687;2019.01.15 15:45:00;31.60391943969833;96447.50994496622;96588.38797013352
96175.0;95971.0;96175.0;95619.0;159417;2019.01.15 15:50:00;27.24991804913557;96328.38245872466;96532.26179103048
95966.0;96057.0;96159.0;95889.0;77945;2019.01.15 15:55:00;31.40691442908633;96260.5368440435;96489.05617366407
96052.0;96149.0;96190.0;96052.0;34745;2019.01.15 16:00:00;35.51978834133315;96232.65263303262;96458.14197605824
96144.0;96103.0;96164.0;95986.0;51124;2019.01.15 16:05:00;34.44230473522981;96200.23947477445;96425.85634187113
96108.0;96083.0;96164.0;96063.0;28311;2019.01.15 16:10:00;33.97472909833489;96170.92960608084;96394.6875835192
96083.0;96119.0;96164.0;96027.0;33318;2019.01.15 16:15:00;35.61641745762788;96157.94720456062;96369.62507592655
96119.0;96134.0;96149.0;96114.0;11102;2019.01.15 16:20:00;36.30500317641516;96151.96040342047;96348.20461447869
96129.0;96205.0;96251.0;96108.0;43726;2019.01.15 16:25:00;39.50082683184461;96165.22030256534;96335.18601316244
96200.0;96114.0;96205.0;96052.0;46035;2019.01.15 16:30:00;37.01687222026681;96152.415226924;96315.07819378404
96114.0;96139.0;96210.0;96098.0;32326;2019.01.15 16:35:00;38.13215369762352;96149.061420193;96299.07108525821
96144.0;96114.0;96159.0;96103.0;12597;2019.01.15 16:40:00;37.44034891764599;96140.29606514475;96282.24644114383
96119.0;96190.0;96221.0;96119.0;23484;2019.01.15 16:45:00;40.84476324629814;96152.72204885856;96273.86040103984
96190.0;96282.0;96302.0;96190.0;34933;2019.01.15 16:50:00;44.64952186462232;96185.04153664393;96274.60036458167
96287.0;96348.0;96358.0;96256.0;30706;2019.01.15 16:55:00;47.19208891727615;96225.78115248294;96281.27305871061
96353.0;96297.0;96419.0;96292.0;52478;2019.01.15 17:00:00;45.50656567520511;96243.58586436221;96282.70278064601
96297.0;96256.0;96348.0;96221.0;40225;2019.01.15 17:05:00;44.18278594401506;96246.68939827166;96280.27525513273
96251.0;96246.0;96338.0;96195.0;34315;2019.01.15 17:10:00;43.85807956088455;96246.51704870374;96277.15932284793
96246.0;96195.0;96246.0;96144.0;41719;2019.01.15 17:15:00;42.20733731359438;96233.6377865278;96269.69029349812
96195.0;96124.0;96226.0;96103.0;27120;2019.01.15 17:20:00;40.01922357935588;96206.22833989585;96256.44572136193
96129.0;96078.0;96164.0;96073.0;33258;2019.01.15 17:25:00;38.66411860367755;96174.17125492189;96240.22338305629
96078.0;96215.0;96231.0;96032.0;36611;2019.01.15 17:30:00;44.50409827024031;96184.37844119142;96237.93034823299
96221.0;96185.0;96256.0;96144.0;28669;2019.01.15 17:35:00;43.55647964218186;96184.53383089358;96233.11849839363
96185.0;96129.0;96231.0;96119.0;21853;2019.01.15 17:40:00;41.82192578720593;96170.65037317018;96223.65318035784
96134.0;95920.0;96149.0;95848.0;49861;2019.01.15 17:45:00;36.20671789376553;96107.98777987764;96196.04834577985
95925.0;96063.0;96078.0;95925.0;25819;2019.01.15 17:50:00;41.78698588563088;96096.74083490824;96183.95304161805
96063.0;96114.0;96139.0;96057.0;17740;2019.01.15 17:55:00;43.62227791453221;96101.05562618119;96177.59367419823
96114.0;96195.0;96221.0;96093.0;17058;2019.01.15 18:00:00;46.42172380178498;96124.54171963589;96179.17606745294
96195.0;96455.0;96455.0;96185.0;19469;2019.01.15 18:05:00;54.06198962427834;96207.15628972692;96204.25097041175
96680.0;96547.0;96680.0;96460.0;31028;2019.01.16 09:00:00;56.35975055929207;96292.11721729519;96235.40997310159
96552.0;96450.0;96557.0;96440.0;25435;2019.01.16 09:05:00;53.42004250724387;96331.58791297139;96254.91815736509
96455.0;96481.0;96527.0;96450.0;23464;2019.01.16 09:10:00;54.21641869560509;96368.94093472854;96275.47105215008
96486.0;96506.0;96527.0;96470.0;19998;2019.01.16 09:15:00;54.8657806410995;96403.20570104641;96296.42822922734
96501.0;96501.0;96527.0;96460.0;21310;2019.01.16 09:20:00;54.70385768350213;96427.65427578481;96315.02566293394
96496.0;96527.0;96557.0;96476.0;22633;2019.01.16 09:25:00;55.41778703364056;96452.49070683861;96334.29605721268
96532.0;96527.0;96572.0;96506.0;21716;2019.01.16 09:30:00;55.41778703364056;96471.11803012896;96351.81459746607
96521.0;96532.0;96557.0;96506.0;15943;2019.01.16 09:35:00;55.56443908908476;96486.33852259672;96368.19508860553
96532.0;96496.0;96542.0;96476.0;25364;2019.01.16 09:40:00;54.22434061135059;96488.75389194753;96379.81371691411
96491.0;96389.0;96491.0;96384.0;38306;2019.01.16 09:45:00;50.450610090324;96463.81541896064;96380.64883355828
96394.0;96394.0;96465.0;96368.0;30890;2019.01.16 09:50:00;50.61818665022699;96446.36156422048;96381.86257596208
96399.0;96363.0;96404.0;96302.0;48655;2019.01.16 09:55:00;49.53436785172772;96425.52117316535;96380.14779632917
96363.0;96317.0;96384.0;96246.0;60453;2019.01.16 10:00:00;47.94482805543979;96398.39087987402;96374.40708757198
96317.0;96292.0;96343.0;96272.0;29598;2019.01.16 10:05:00;47.08790906144693;96371.79315990552;96366.91553415633
96292.0;96272.0;96348.0;96231.0;40544;2019.01.16 10:10:00;46.39568139335447;96346.84486992913;96358.28684923303
96277.0;96251.0;96292.0;96190.0;50786;2019.01.16 10:15:00;45.66023604583108;96322.88365244685;96348.53349930275
96256.0;96338.0;96348.0;96226.0;37429;2019.01.16 10:20:00;49.145123936607;96326.66273933514;96347.57590845705
